Participant_ID,Country,Age,Gender,Position_Level,Tenure_Years,Education,Industry,Org_Size_Category,Org_Size_Numeric,TC_Score,CMC_Score,EA_Score,ALO_Score,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,CMC1,CMC2,CMC3,CMC4,CMC5,CMC6,CMC7,CMC8,EA1,EA2,EA3,EA4,EA5,EA6,EA7,EA8,ALO1,ALO2,ALO3,ALO4,ALO5,ALO6,ALO7,ALO8,OI_Score,SA_Score,OL_Score,Overall_Success,OI1,OI2,OI3,OI4,SA1,SA2,SA3,SA4,OL1,OL2,OL3,OL4,PD_Score,UA_Score,Collectivism_Score,LTO_Score,PD1,PD2,PD3,UA1,UA2,UA3,IC1,IC2,IC3,LTO1,LTO2,LTO3,Survey_Date
JP_QUANT_082,Japan,47,Male,Senior Executive,3.5,Bachelor,Financial Services,Medium (100-500),272,4.625,4.625,4.875,4.375,6.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,6.0,5.0,4.0,6.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,6.5,7.0,7.0,6.83,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,6.33,6.33,6.67,4.0,4.0,4.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,2025-12-26
JP_QUANT_083,Japan,56,Male,Senior Executive,15.5,Master,Manufacturing,Medium (100-500),111,5.5,5.375,5.375,5.125,5.0,7.0,4.0,6.0,4.0,5.0,6.0,7.0,4.0,7.0,6.0,6.0,4.0,5.0,5.0,6.0,3.0,6.0,7.0,5.0,4.0,6.0,7.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,6.75,6.25,6.25,6.42,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,4.33,6.33,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,5.0,7.0,6.0,5.0,5.0,5.0,2025-11-08
JP_QUANT_084,Japan,40,Male,Team Leader,7.5,PhD,Retail,Medium (100-500),387,2.875,2.875,3.125,2.875,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.75,4.0,5.0,4.58,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.33,7.0,5.0,5.33,6.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,2025-11-26
JP_QUANT_085,Japan,38,Female,Senior Executive,9.6,Bachelor,Technology,Medium (100-500),227,5.375,3.75,3.625,3.875,5.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,6.0,5.75,5.58,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.33,7.0,4.33,3.33,4.0,4.0,5.0,7.0,7.0,7.0,4.0,4.0,5.0,3.0,3.0,4.0,2025-12-12
JP_QUANT_086,Japan,40,Male,Department Head,11.0,Master,Healthcare,Medium (100-500),195,3.75,2.75,3.5,2.875,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,4.5,4.75,4.75,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.67,4.33,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,2025-10-25
JP_QUANT_087,Japan,52,Female,Team Leader,2.0,Master,Manufacturing,Medium (100-500),191,3.625,2.625,3.5,2.625,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.67,3.0,7.0,6.67,3.0,4.0,4.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,6.0,2025-11-08
JP_QUANT_088,Japan,47,Female,Department Head,5.5,Master,Manufacturing,Large (> 500),1042,5.0,4.625,4.5,4.0,5.0,6.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,6.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.25,4.0,6.0,5.08,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.33,5.33,5.0,7.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,2025-12-25
JP_QUANT_089,Japan,40,Male,Senior Executive,14.3,Bachelor,Manufacturing,Large (> 500),1345,5.0,4.375,3.5,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,6.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.5,6.0,6.25,5.92,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,3.67,3.33,5.0,6.67,4.0,3.0,4.0,4.0,3.0,3.0,5.0,6.0,4.0,7.0,6.0,7.0,2025-11-11
JP_QUANT_090,Japan,49,Male,Department Head,13.4,Master,Technology,Large (> 500),1488,3.375,3.875,4.0,4.25,3.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.5,4.75,5.25,4.83,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,1.67,7.0,6.33,4.33,1.0,2.0,2.0,7.0,7.0,7.0,6.0,6.0,7.0,5.0,4.0,4.0,2025-11-20
JP_QUANT_091,Japan,45,Male,Department Head,10.4,PhD,Technology,Large (> 500),946,4.125,3.25,3.875,3.125,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,6.0,4.75,6.25,5.67,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,2.33,4.67,6.0,6.67,2.0,2.0,3.0,5.0,5.0,4.0,6.0,6.0,6.0,7.0,7.0,6.0,2025-09-01
JP_QUANT_092,Japan,52,Male,Department Head,2.0,Master,Manufacturing,Small (< 100),35,4.125,4.375,4.375,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,6.5,6.25,6.75,6.5,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,7.0,4.67,7.0,5.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,4.0,7.0,7.0,7.0,2025-12-27
JP_QUANT_093,Japan,39,Male,Team Leader,11.9,Master,Other,Small (< 100),61,3.375,3.875,4.125,2.75,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.75,5.25,5.75,5.25,5.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,7.0,5.67,5.67,5.0,5.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,2025-12-23
JP_QUANT_094,Japan,42,Male,Team Leader,12.6,Master,Manufacturing,Small (< 100),72,4.0,2.375,4.5,3.125,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,2.0,3.25,3.5,4.0,3.58,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,7.0,4.67,6.67,6.0,6.0,6.0,7.0,7.0,7.0,4.0,6.0,4.0,7.0,6.0,7.0,2025-09-12
JP_QUANT_095,Japan,41,Male,Team Leader,9.1,Master,Retail,Medium (100-500),353,4.25,4.625,4.125,3.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,6.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.75,4.0,5.25,4.67,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,2.0,7.0,3.67,7.0,2.0,2.0,2.0,7.0,7.0,7.0,3.0,4.0,4.0,7.0,7.0,7.0,2025-10-05
JP_QUANT_096,Japan,32,Male,Team Leader,10.0,Bachelor,Technology,Large (> 500),1653,3.625,1.5,2.75,3.5,4.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.75,3.25,4.5,3.83,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,7.0,5.33,6.33,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,2025-12-25
JP_QUANT_097,Japan,47,Female,Team Leader,5.3,Master,Healthcare,Small (< 100),89,3.375,1.75,3.5,3.875,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,5.25,4.5,5.75,5.17,6.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,4.33,4.33,4.33,4.67,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,2025-11-17
JP_QUANT_098,Japan,46,Male,Team Leader,6.2,Master,Technology,Large (> 500),1162,4.125,3.875,3.875,2.75,4.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,5.25,4.75,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.67,4.67,5.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2025-12-21
JP_QUANT_099,Japan,44,Female,Department Head,2.0,Bachelor,Healthcare,Small (< 100),60,3.25,3.75,3.375,2.75,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,5.5,5.75,5.75,5.67,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,6.67,4.67,4.67,7.0,7.0,7.0,6.0,7.0,7.0,4.0,5.0,5.0,5.0,5.0,4.0,2025-11-21
JP_QUANT_100,Japan,42,Male,Team Leader,13.7,Master,Financial Services,Large (> 500),1510,5.0,4.75,4.875,3.75,4.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,2.0,3.0,4.0,5.0,3.0,5.25,5.25,6.5,5.67,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,7.0,6.0,6.0,7.0,2.33,5.67,4.67,6.0,2.0,2.0,3.0,6.0,6.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,2025-11-13
JP_QUANT_101,Japan,33,Male,Department Head,5.0,PhD,Healthcare,Medium (100-500),104,4.625,3.625,4.375,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.75,5.75,6.25,5.92,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,3.0,4.67,6.33,6.33,3.0,3.0,3.0,5.0,5.0,4.0,6.0,6.0,7.0,6.0,6.0,7.0,2025-12-28
JP_QUANT_102,Japan,41,Male,Senior Executive,2.0,Master,Manufacturing,Small (< 100),63,3.875,4.125,4.5,3.25,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,5.0,4.0,3.0,5.0,5.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,6.25,6.0,7.0,6.42,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,4.0,6.67,5.33,5.33,4.0,4.0,4.0,7.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,2025-11-18
JP_QUANT_103,Japan,41,Male,Department Head,2.0,Master,Healthcare,Medium (100-500),365,3.5,3.5,4.0,3.125,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.5,4.0,5.0,4.5,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.33,5.0,5.67,5.0,5.0,5.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,7.0,5.0,2025-12-15
JP_QUANT_104,Japan,38,Female,Department Head,4.4,Bachelor,Retail,Medium (100-500),444,4.0,3.875,3.375,3.625,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,5.0,5.25,6.25,5.5,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,2.67,6.33,3.67,7.0,2.0,3.0,3.0,7.0,6.0,6.0,4.0,4.0,3.0,7.0,7.0,7.0,2025-10-03
JP_QUANT_105,Japan,43,Male,Team Leader,13.0,PhD,Healthcare,Medium (100-500),229,4.5,4.375,4.125,4.625,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,6.0,5.0,5.0,5.0,5.5,6.0,6.5,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,5.67,7.0,5.33,7.0,6.0,6.0,5.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,7.0,7.0,2025-11-22
JP_QUANT_106,Japan,48,Female,Team Leader,7.3,Master,Financial Services,Medium (100-500),481,4.5,4.5,4.25,4.125,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,6.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.25,5.08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.67,2.67,3.33,5.0,5.0,5.0,6.0,7.0,7.0,2.0,3.0,3.0,4.0,3.0,3.0,2025-12-07
JP_QUANT_107,Japan,60,Male,Team Leader,4.7,Bachelor,Technology,Large (> 500),1189,4.5,6.0,4.875,5.125,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,5.0,6.0,6.0,6.25,6.08,6.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,4.33,5.0,5.0,7.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0,6.0,4.0,7.0,7.0,7.0,2025-12-18
JP_QUANT_108,Japan,46,Male,Team Leader,3.7,Master,Retail,Medium (100-500),352,4.875,3.375,4.875,3.375,6.0,5.0,6.0,6.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,6.0,4.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,4.75,5.5,5.08,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.33,7.0,6.67,5.33,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0,6.0,2025-09-25
JP_QUANT_109,Japan,46,Male,Team Leader,3.4,Master,Technology,Medium (100-500),155,4.75,4.125,4.375,5.625,5.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,6.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0,5.0,5.25,6.0,6.25,5.83,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,4.0,4.67,5.33,5.67,4.0,5.0,3.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,6.0,5.0,2025-09-16
JP_QUANT_110,Japan,44,Female,Team Leader,2.0,Master,Manufacturing,Medium (100-500),182,3.875,3.625,4.625,3.875,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,4.75,4.75,5.25,4.92,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,3.67,4.0,6.33,7.0,4.0,4.0,3.0,5.0,4.0,3.0,6.0,7.0,6.0,7.0,7.0,7.0,2025-09-08
JP_QUANT_111,Japan,29,Female,Team Leader,2.6,Master,Manufacturing,Large (> 500),1622,5.0,4.625,4.625,5.0,5.0,5.0,7.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,6.0,4.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,6.0,5.0,5.75,5.5,5.5,5.58,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.67,4.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,4.0,4.0,4.0,6.0,6.0,6.0,2025-10-05
JP_QUANT_112,Japan,44,Male,Team Leader,3.3,Bachelor,Financial Services,Medium (100-500),248,3.75,3.875,4.125,2.625,4.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,5.25,4.5,5.25,5.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,4.67,5.33,6.67,4.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,7.0,7.0,4.0,4.0,4.0,2025-11-24
JP_QUANT_113,Japan,45,Male,Department Head,12.4,Bachelor,Manufacturing,Medium (100-500),428,3.5,3.75,5.125,3.875,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,7.0,4.0,5.0,4.0,6.0,4.0,6.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,5.5,4.75,5.75,5.33,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,2.67,6.33,6.33,4.0,3.0,2.0,3.0,7.0,6.0,6.0,6.0,7.0,6.0,4.0,4.0,4.0,2025-11-22
JP_QUANT_114,Japan,64,Male,Team Leader,8.0,Bachelor,Healthcare,Small (< 100),57,3.875,3.0,3.5,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,2.0,5.0,4.0,5.0,4.25,5.25,4.83,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,3.67,7.0,5.67,6.33,5.0,3.0,3.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,2025-10-16
JP_QUANT_115,Japan,43,Male,Department Head,4.6,Master,Manufacturing,Small (< 100),91,4.0,3.125,4.25,4.375,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,5.0,3.0,4.0,5.0,5.25,6.0,5.42,5.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,4.33,6.33,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,2025-09-11
JP_QUANT_116,Japan,47,Female,Department Head,20.9,Bachelor,Other,Large (> 500),1382,3.75,3.25,5.125,2.25,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,6.0,6.0,6.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,4.25,4.5,4.75,4.5,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,1.33,6.33,4.33,6.0,1.0,2.0,1.0,7.0,6.0,6.0,4.0,5.0,4.0,6.0,6.0,6.0,2025-10-31
JP_QUANT_117,Japan,44,Female,Department Head,5.4,Bachelor,Financial Services,Small (< 100),36,3.625,3.0,3.625,3.375,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.25,4.75,6.0,5.33,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,3.67,7.0,4.67,6.0,4.0,4.0,3.0,7.0,7.0,7.0,5.0,4.0,5.0,6.0,6.0,6.0,2025-10-14
JP_QUANT_118,Japan,35,Male,Team Leader,13.0,Bachelor,Manufacturing,Medium (100-500),179,4.875,2.25,3.125,3.75,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.25,4.5,3.92,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,6.67,6.67,6.67,4.0,4.0,4.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,2025-09-11
JP_QUANT_119,Japan,54,Male,Senior Executive,17.3,Master,Healthcare,Large (> 500),899,3.75,3.625,4.5,2.375,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,6.0,5.0,5.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.25,5.0,5.5,4.92,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0,6.0,3.33,6.33,4.0,4.0,4.0,6.0,6.0,6.0,3.0,4.0,3.0,6.0,6.0,7.0,2025-09-11
JP_QUANT_120,Japan,50,Male,Department Head,2.0,Master,Technology,Small (< 100),33,5.125,3.75,3.875,4.0,7.0,5.0,6.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,6.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.75,5.25,6.25,5.75,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,7.0,6.0,2.67,5.33,5.33,4.0,3.0,2.0,3.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,3.0,5.0,2025-09-22
JP_QUANT_121,Japan,51,Male,Team Leader,9.3,Bachelor,Retail,Medium (100-500),359,4.0,4.125,5.25,4.625,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.75,5.0,6.0,5.58,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,3.67,7.0,5.33,7.0,4.0,4.0,3.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,7.0,7.0,2025-11-24
JP_QUANT_122,Japan,37,Female,Senior Executive,6.2,Bachelor,Retail,Medium (100-500),202,3.875,3.75,3.5,3.375,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,5.75,5.5,5.5,5.58,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.67,6.33,5.67,6.67,6.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,7.0,2025-11-30
